Date,ETH_Close,ETH_Volume,Log return ETH,Number of sales in all segments,Active market wallets in all segments,Average USD,Sales USD
2022-10-23,1363.447021,9909510925,0.01594402581,21584,15279,469.23,10127782.38
2022-10-24,1344.998535,13092820173,-0.005916456075,21906,16280,466.23,10213315.41
2022-10-25,1461.665405,25367291294,0.03612615682,33627,20567,387.06,13015770.5
2022-10-26,1566.56665,32705548427,0.03010090867,20234,16109,781.56,15814069.71
2022-10-27,1514.374878,22813499245,-0.01471548029,36350,20713,497.57,18086712.27
2022-10-28,1555.477905,19974623205,0.01163045,29337,20436,432.55,12689828.98
2022-10-29,1619.698486,21618154775,0.01757032975,20527,14978,524.14,10759033.45
2022-10-30,1590.783325,13930073427,-0.007823146287,27805,16883,418.95,11648809.95
2022-10-31,1572.714478,19306919714,-0.004961145144,19306,14800,1586.2,30623256.14
2022-11-01,1579.70459,14507311208,0.001925995231,23399,16130,1494.58,34971629.08
2022-11-02,1519.711792,23254218281,-0.01681464671,30260,18863,1220.98,36946991.98
2022-11-03,1531.541748,14248351007,0.003367606322,29359,19111,778.06,22843205.57
2022-11-04,1645.093384,20806964347,0.03106171613,40714,19024,522.31,21265463.66
2022-11-05,1627.968018,11006973190,-0.004544687014,21819,15495,682.06,14881878.29
2022-11-06,1572.234741,11632744705,-0.0151284803,24458,18218,580.24,14191508.03
2022-11-07,1568.591309,15279963349,-0.001007584054,21933,16619,735.77,16137748.79
2022-11-08,1332.835571,42048003440,-0.07073322965,20058,14956,732.3,14688455.37
2022-11-09,1100.1698,38864492427,-0.0833168555,18296,14495,785.22,14366396.95
2022-11-10,1299.4646,28581002122,0.07230473369,20752,16155,855.76,17758833.39
2022-11-11,1287.221069,20920539099,-0.004111313351,20918,15879,701.12,14665943.87
2022-11-12,1255.268311,10964962767,-0.01091657432,17019,13181,577.57,9829636.08
2022-11-13,1221.819214,10717455214,-0.01172961484,14574,11967,458.05,6675570.43
2022-11-14,1241.604248,15028035663,0.006976239355,16801,13410,737.22,12385993.75
2022-11-15,1251.736206,11798011594,0.003529624415,16191,13121,984.05,15932821.69
2022-11-16,1215.602539,11939561598,-0.01272121571,15826,13524,634.49,10041419.96
2022-11-17,1200.808594,9723646871,-0.005317811085,14392,11937,643.54,9261782.36
2022-11-18,1212.300293,7979913378,0.004136422702,14096,12317,584.24,8235413.95
2022-11-19,1218.426758,5978745776,0.002189217894,14350,11184,478.89,6872007.98
2022-11-20,1142.466675,9651002684,-0.02795588718,14747,10433,401.54,5921439.07
2022-11-21,1108.353027,14080099208,-0.01316542913,13059,10793,583.05,7614040.26
2022-11-22,1135.173462,12040670755,0.01038411796,12782,10172,664.21,8489889.68
2022-11-23,1183.199585,11242676044,0.017995779,16434,12122,614.2,10094409.44
2022-11-24,1203.983154,9706372376,0.007562401701,14035,10934,888.08,12471254.27
2022-11-25,1198.925903,5483308196,-0.001828067058,9241,7571,767.93,9153013.62
